,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,PD.rbs_crank.x,PD.rbs_crank.y,PD.rbs_crank.z,PD.rbs_crank.e0,PD.rbs_crank.e1,PD.rbs_crank.e2,PD.rbs_crank.e3,time
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.4774350370262673e-32,249.99998302157857,-0.09213691128302992,0.9999999830215786,-0.00018427382569473846,-6.715465784247466e-19,1.2374845713856932e-22,0.0050062578222778474
2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.906351164460365e-32,249.99972834511894,-0.36854764513211935,0.9999997283450857,-0.0007370954904998335,-2.686186313698988e-18,1.979976303813787e-21,0.010012515644555695
3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3291431497374332e-31,249.9986247441292,-0.8292322015472687,0.9999986247431952,-0.0016584666839118349,-6.043919205822723e-18,1.00236522580159e-20,0.015018773466833543
4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.959913229410708e-28,249.99565348776346,-1.4741903629138204,0.9999956534783416,-0.0029483935410822984,-1.0744743999133502e-17,3.16798711503173e-20,0.02002503128911139
5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0743113372962844e-26,249.98938831933876,-2.303416532657392,0.9999893882630759,-0.004606881952329937,-1.678862840073433e-17,7.734404935243931e-20,0.025031289111389236
6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.515509745846897e-26,249.9779955074162,-3.316890425433503,0.9999779952653757,-0.006633926828659542,-2.4175455361692285e-17,1.6038173031955152e-19,0.030037546933667086
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.39797493530049e-25,249.95923392581463,-4.514573647657139,0.9999592330949345,-0.009029515400699371,-3.290500334531491e-17,2.9712834683476095e-19,0.03504380475594493
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.8609341199071e-25,249.9304545365091,-5.896430714999755,0.999930452118177,-0.011793681655527919,-4.2977067600814016e-17,5.068931071115489e-19,0.04005006257822278
9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.177062062599356e-24,249.88860143991346,-7.46236359380721,0.9998885952345602,-0.01492639005855127,-5.439108244815441e-17,8.119529698155061e-19,0.04505632040050063
10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.204291437087473e-24,249.83021341329393,-9.21219115468175,0.999830198997302,-0.018427511319208573,-6.714600270189443e-17,1.2375438685390261e-18,0.05006257822277847
